text,reading,roles,predicate_frame,standalone_kind,provenance_ids
子女,ㄗ3 ㄋㄩ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
居住,ㄐㄩ1 ㄓㄨ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
事物,ㄕ4 ㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
保障,ㄅㄠ3 ㄓㄤ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
收到,ㄕㄡ1 ㄉㄠ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
統一,ㄊㄨㄥ3 ㄧ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
過度,ㄍㄨㄛ4 ㄉㄨ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
信任,ㄒㄧㄣ4 ㄖㄣ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
國會,ㄍㄨㄛ2 ㄏㄨㄟ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
病毒,ㄅㄧㄥ4 ㄉㄨ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
不滿,ㄅㄨ4 ㄇㄢ3,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
取代,ㄑㄩ3 ㄉㄞ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
反映,ㄈㄢ3 ㄧㄥ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
如同,ㄖㄨ2 ㄊㄨㄥ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
海外,ㄏㄞ3 ㄨㄞ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
陷入,ㄒㄧㄢ4 ㄖㄨ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
球員,ㄑㄧㄡ2 ㄩㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
成熟,ㄔㄥ2 ㄕㄡ2,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
協調,ㄒㄧㄝ2 ㄊㄧㄠ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
廣場,ㄍㄨㄤ3 ㄔㄤ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
操作,ㄘㄠ1 ㄗㄨㄛ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
冠軍,ㄍㄨㄢ4 ㄐㄩㄣ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
設立,ㄕㄜ4 ㄌㄧ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
玻璃,ㄅㄛ1 ㄌㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
勞工,ㄌㄠ2 ㄍㄨㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
良好,ㄌㄧㄤ2 ㄏㄠ3,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
職業,ㄓ2 ㄧㄝ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
嚴格,ㄧㄢ2 ㄍㄜ2,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
紐約,ㄋㄧㄡ3 ㄩㄝ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
儀式,ㄧ2 ㄕ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
機器,ㄐㄧ1 ㄑㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
律師,ㄌㄩ4 ㄕ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
毛,ㄇㄠ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
得知,ㄉㄜ2 ㄓ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
明確,ㄇㄧㄥ2 ㄑㄩㄝ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
交給,ㄐㄧㄠ1 ㄍㄟ3,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
元素,ㄩㄢ2 ㄙㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
分類,ㄈㄣ1 ㄌㄟ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
常見,ㄔㄤ2 ㄐㄧㄢ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
基地,ㄐㄧ1 ㄉㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
細節,ㄒㄧ4 ㄐㄧㄝ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
畫家,ㄏㄨㄚ4 ㄐㄧㄚ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
召開,ㄓㄠ4 ㄎㄞ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
人工,ㄖㄣ2 ㄍㄨㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
適應,ㄕ4 ㄧㄥ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
成分,ㄔㄥ2 ㄈㄣ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
吸收,ㄒㄧ1 ㄕㄡ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
色彩,ㄙㄜ4 ㄘㄞ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
興奮,ㄒㄧㄥ1 ㄈㄣ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
認知,ㄖㄣ4 ㄓ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
主持,ㄓㄨ3 ㄔ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
特定,ㄊㄜ4 ㄉㄧㄥ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
旅客,ㄌㄩ3 ㄎㄜ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
尋求,ㄒㄩㄣ2 ㄑㄧㄡ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
遭到,ㄗㄠ1 ㄉㄠ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
黑色,ㄏㄟ1 ㄙㄜ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
乃,ㄋㄞ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
車輛,ㄔㄜ1 ㄌㄧㄤ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
巨大,ㄐㄩ4 ㄉㄚ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
合理,ㄏㄜ2 ㄌㄧ3,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
鏡頭,ㄐㄧㄥ4 ㄊㄡ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
協議,ㄒㄧㄝ2 ㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
報紙,ㄅㄠ4 ㄓ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
火車,ㄏㄨㄛ3 ㄔㄜ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
不得,ㄅㄨ4 ㄉㄜ2,modal,modal,lexical-prompt,local:naer-top-10000-generation-v1
寫作,ㄒㄧㄝ3 ㄗㄨㄛ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
冬天,ㄉㄨㄥ1 ㄊㄧㄢ1,temporal,none,lexical-prompt,local:naer-top-10000-generation-v1
損失,ㄙㄨㄣ3 ㄕ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
越南,ㄩㄝ4 ㄋㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
抵達,ㄉㄧ3 ㄉㄚ2,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
適當,ㄕ4 ㄉㄤ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
計算,ㄐㄧ4 ㄙㄨㄢ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
命運,ㄇㄧㄥ4 ㄩㄣ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
移動,ㄧ2 ㄉㄨㄥ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
革命,ㄍㄜ2 ㄇㄧㄥ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
基因,ㄐㄧ1 ㄧㄣ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
促進,ㄘㄨ4 ㄐㄧㄣ4,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
著名,ㄓㄨ4 ㄇㄧㄥ2,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
亮,ㄌㄧㄤ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
建,ㄐㄧㄢ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
官方,ㄍㄨㄢ1 ㄈㄤ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
新加坡,ㄒㄧㄣ1 ㄐㄧㄚ1 ㄆㄛ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
重建,ㄔㄨㄥ2 ㄐㄧㄢ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
今日,ㄐㄧㄣ1 ㄖ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
外交,ㄨㄞ4 ㄐㄧㄠ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
體系,ㄊㄧ3 ㄒㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
傳承,ㄔㄨㄢ2 ㄔㄥ2,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
現,ㄒㄧㄢ4,temporal,none,lexical-prompt,local:naer-top-10000-generation-v1
住宅,ㄓㄨ4 ㄓㄞ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
獨特,ㄉㄨ2 ㄊㄜ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
世紀,ㄕ4 ㄐㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
韓,ㄏㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
投票,ㄊㄡ2 ㄆㄧㄠ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
供應,ㄍㄨㄥ1 ㄧㄥ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
大會,ㄉㄚ4 ㄏㄨㄟ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
信仰,ㄒㄧㄣ4 ㄧㄤ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
土壤,ㄊㄨ3 ㄖㄤ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
保險,ㄅㄠ3 ㄒㄧㄢ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
喜愛,ㄒㄧ3 ㄞ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
案件,ㄢ4 ㄐㄧㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
明,ㄇㄧㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
規則,ㄍㄨㄟ1 ㄗㄜ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
自動,ㄗ4 ㄉㄨㄥ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
做法,ㄗㄨㄛ4 ㄈㄚ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
偉大,ㄨㄟ3 ㄉㄚ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
發電,ㄈㄚ1 ㄉㄧㄢ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
噸,ㄉㄨㄣ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
爆發,ㄅㄠ4 ㄈㄚ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
競賽,ㄐㄧㄥ4 ㄙㄞ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
組合,ㄗㄨ3 ㄏㄜ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
巴黎,ㄅㄚ1 ㄌㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
打擊,ㄉㄚ3 ㄐㄧ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
移民,ㄧ2 ㄇㄧㄣ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
水庫,ㄕㄨㄟ3 ㄎㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
戰略,ㄓㄢ4 ㄌㄩㄝ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
教導,ㄐㄧㄠ4 ㄉㄠ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
預防,ㄩ4 ㄈㄤ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
星期,ㄒㄧㄥ1 ㄑㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
側,ㄘㄜ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
生涯,ㄕㄥ1 ㄧㄚ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
航空,ㄏㄤ2 ㄎㄨㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
部份,ㄅㄨ4 ㄈㄣ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
下降,ㄒㄧㄚ4 ㄐㄧㄤ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
一致,ㄧ1 ㄓ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
類型,ㄌㄟ4 ㄒㄧㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
傳播,ㄔㄨㄢ2 ㄅㄛ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
年度,ㄋㄧㄢ2 ㄉㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
帝國,ㄉㄧ4 ㄍㄨㄛ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
修正,ㄒㄧㄡ1 ㄓㄥ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
端,ㄉㄨㄢ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
晚間,ㄨㄢ3 ㄐㄧㄢ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
視,ㄕ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
鐵路,ㄊㄧㄝ3 ㄌㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
道德,ㄉㄠ4 ㄉㄜ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
上市,ㄕㄤ4 ㄕ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
國民,ㄍㄨㄛ2 ㄇㄧㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
國王,ㄍㄨㄛ2 ㄨㄤ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
院長,ㄩㄢ4 ㄓㄤ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
就讀,ㄐㄧㄡ4 ㄉㄨ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
抗,ㄎㄤ4,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
權利,ㄑㄩㄢ2 ㄌㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
暴力,ㄅㄠ4 ㄌㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
當選,ㄉㄤ1 ㄒㄩㄢ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
上升,ㄕㄤ4 ㄕㄥ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
動力,ㄉㄨㄥ4 ㄌㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
發明,ㄈㄚ1 ㄇㄧㄥ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
裝置,ㄓㄨㄤ1 ㄓ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
義大利,ㄧ4 ㄉㄚ4 ㄌㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
自身,ㄗ4 ㄕㄣ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
宇宙,ㄩ3 ㄓㄡ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
司法,ㄙ1 ㄈㄚ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
禁止,ㄐㄧㄣ4 ㄓ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
總部,ㄗㄨㄥ3 ㄅㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
輪,ㄌㄨㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
對抗,ㄉㄨㄟ4 ㄎㄤ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
計劃,ㄐㄧ4 ㄏㄨㄚ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
激烈,ㄐㄧ1 ㄌㄧㄝ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
武器,ㄨ3 ㄑㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
議會,ㄧ4 ㄏㄨㄟ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
架,ㄐㄧㄚ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
東京,ㄉㄨㄥ1 ㄐㄧㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
有些,ㄧㄡ3 ㄒㄧㄝ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
季節,ㄐㄧ4 ㄐㄧㄝ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
臨時,ㄌㄧㄣ2 ㄕ2,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
車站,ㄔㄜ1 ㄓㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
立,ㄌㄧ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
集,ㄐㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
部隊,ㄅㄨ4 ㄉㄨㄟ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
山區,ㄕㄢ1 ㄑㄩ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
軍隊,ㄐㄩㄣ1 ㄉㄨㄟ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
優秀,ㄧㄡ1 ㄒㄧㄡ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
數學,ㄕㄨ4 ㄒㄩㄝ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
母,ㄇㄨ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
資格,ㄗ1 ㄍㄜ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
助理,ㄓㄨ4 ㄌㄧ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
詞,ㄘ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
寬,ㄎㄨㄢ1,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
文明,ㄨㄣ2 ㄇㄧㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
吳,ㄨ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
名單,ㄇㄧㄥ2 ㄉㄢ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
權益,ㄑㄩㄢ2 ㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
古代,ㄍㄨ3 ㄉㄞ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
提名,ㄊㄧ2 ㄇㄧㄥ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
眾,ㄓㄨㄥ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
性格,ㄒㄧㄥ4 ㄍㄜ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
貨幣,ㄏㄨㄛ4 ㄅㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
外國,ㄨㄞ4 ㄍㄨㄛ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
領袖,ㄌㄧㄥ3 ㄒㄧㄡ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
泰國,ㄊㄞ4 ㄍㄨㄛ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
俄羅斯,ㄜ2 ㄌㄨㄛ2 ㄙ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
交換,ㄐㄧㄠ1 ㄏㄨㄢ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
學術,ㄒㄩㄝ2 ㄕㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
艘,ㄙㄠ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
手段,ㄕㄡ3 ㄉㄨㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
網站,ㄨㄤ3 ㄓㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
